
     BLOCK NUMBER .......................................           24
     PEAK FIELD IN CONDUCTOR  224 (T) ...................      10.1164
     CURRENT IN CONDUCTOR 224 (A) .......................  -12000.0000
     LOWEST FIELD IN CONDUCTOR  207 (T) .................       3.0341
     SUPERCONDUCTOR CURRENT DENSITY (A/MM2) .............   -1641.6995
     COPPER CURRENT DENSITY (A/MM2) .....................   -1484.3576
 
     FOR MUTUAL INDUCTANCE BETWEEN BLOCK GROUPS USE OPTIMIZATION WITH
     ALGORITHM <MUTUAL INDUCTANCES IN NL. CIRCUITS> IN A STATIC CALC.

     DIFFERENTIAL SELF INDUCTANCE (mH/m) ................   0.5727E+01
     STORED MAGNETIC ENERGY IN NONLINEAR CIRCUIT (kJ/m) .   0.4553E+03
   
 
     GRAPH:   1
        N    ABSCISSA       ORDINATE
       55 ,  0.327272727E+01 ,  0.113116521E+02
       56 ,  0.333333333E+01 ,  0.113116423E+02
       57 ,  0.339393939E+01 ,  0.113116326E+02
       58 ,  0.345454545E+01 ,  0.113116232E+02
       59 ,  0.351515152E+01 ,  0.113116140E+02
       60 ,  0.357575758E+01 ,  0.113116050E+02
       61 ,  0.363636364E+01 ,  0.113115962E+02
       62 ,  0.369696970E+01 ,  0.113115875E+02
       63 ,  0.375757576E+01 ,  0.113115791E+02
       64 ,  0.381818182E+01 ,  0.113115710E+02
       65 ,  0.387878788E+01 ,  0.113115630E+02
       66 ,  0.393939394E+01 ,  0.113115552E+02
       67 ,  0.400000000E+01 ,  0.113115476E+02
       68 ,  0.406060606E+01 ,  0.113115402E+02
       69 ,  0.412121212E+01 ,  0.113115331E+02
       70 ,  0.418181818E+01 ,  0.113115261E+02
       71 ,  0.424242424E+01 ,  0.113115194E+02
       72 ,  0.430303030E+01 ,  0.113115129E+02
       73 ,  0.436363636E+01 ,  0.113115066E+02
       74 ,  0.442424242E+01 ,  0.113115004E+02
       75 ,  0.448484848E+01 ,  0.113114945E+02
       76 ,  0.454545455E+01 ,  0.113114888E+02
       77 ,  0.460606061E+01 ,  0.113114834E+02
       78 ,  0.466666667E+01 ,  0.113114781E+02
       79 ,  0.472727273E+01 ,  0.113114730E+02
       80 ,  0.478787879E+01 ,  0.113114682E+02
       81 ,  0.484848485E+01 ,  0.113114635E+02
       82 ,  0.490909091E+01 ,  0.113114591E+02
       83 ,  0.496969697E+01 ,  0.113114549E+02
       84 ,  0.503030303E+01 ,  0.113114509E+02
       85 ,  0.509090909E+01 ,  0.113114471E+02
       86 ,  0.515151515E+01 ,  0.113114435E+02
       87 ,  0.521212121E+01 ,  0.113114401E+02
       88 ,  0.527272727E+01 ,  0.113114369E+02
       89 ,  0.533333333E+01 ,  0.113114340E+02
       90 ,  0.539393939E+01 ,  0.113114313E+02
       91 ,  0.545454545E+01 ,  0.113114287E+02
       92 ,  0.551515152E+01 ,  0.113114264E+02
       93 ,  0.557575758E+01 ,  0.113114244E+02
       94 ,  0.563636364E+01 ,  0.113114225E+02
       95 ,  0.569696970E+01 ,  0.113114208E+02
       96 ,  0.575757576E+01 ,  0.113114194E+02
       97 ,  0.581818182E+01 ,  0.113114181E+02
       98 ,  0.587878788E+01 ,  0.113114171E+02
       99 ,  0.593939394E+01 ,  0.113114163E+02
      100 ,  0.600000000E+01 ,  0.113114157E+02

     OBJECTIVE FUNCTION VALUE          :  0.0000000E+00
     PENALTY TERM FOR VIOLATED BOUNDS  :  0.4940656-323
     SUMM OF ALL TERMS                 :  0.4940656-323


     DURATION ............................................     0: 7:53


     ***************************************************************** 
     *                 END OF THIS ROXIE CALCULATION                 * 
     ***************************************************************** 
